,Crime_ID,Month,Reported_by,Falls_within,Longitude,Latitude,Location,LSOA_code,LSOA_name,Crime_type,Last_outcome_category,Context,geometry
61410,852cb42209b93ea6dd6809d181a82a31655eaf22af674f9db18c644c7982b44a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.031686,51.545365000000004,On or near Henderson Road,E01003570,Newham 008C,Burglary,Under investigation,,POINT (3527.269385275459 6718335.397220226)
61468,c698d6ab76ba35568c425377d9c8582c8311e85163870d4534ec2672fbc18702,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.017209000000000002,51.545111,On or near Radlett Close,E01003551,Newham 009A,Burglary,Under investigation,,POINT (1915.697117062115 6718289.931215558)
61469,86b7576dace958219ad9d1fe38ba2f3a9262dfe62ffa999c4a1d5bd49a532e74,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.016661000000000002,51.544121999999994,On or near Elm Road,E01003551,Newham 009A,Burglary,Under investigation,,POINT (1854.694036106954 6718112.902615394)
61532,ba043471683f98438e4a859fd9fdf9e89a8a2f82ac014de800ea3a029108c0cf,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.009207,51.545815000000005,On or near Louise Road,E01003559,Newham 009D,Burglary,Under investigation,,POINT (1024.918551732948 6718415.947851638)
61533,8cc92bb1f0562222f32c4595e7555f254d107f873d4829657aeca196289c356b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.01226,51.543083,On or near Maitland Road,E01003559,Newham 009D,Burglary,Under investigation,,POINT (1364.776957126027 6717926.928280891)
61562,65262148383710947a26895cb2c782a9736617a1274be2f58455320dbc0c31df,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.054932,51.544007,On or near Browning Road,E01003530,Newham 010B,Burglary,Under investigation,,POINT (6115.002268256949 6718092.318144161)
61566,016858ccc7821f0e59ca846a31e3b333db0f72859e27c817752956320ff9fb5e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.051068999999999996,51.540531,On or near Supermarket,E01003531,Newham 010C,Burglary,Under investigation,,POINT (5684.975075321681 6717470.154675789)
61607,514a1a79f669a3d7e23b89f76a7f02f837d190b19f864165fe0c4bc99ccd991b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.049976,51.546997999999995,On or near Berkeley Road,E01003534,Newham 010E,Burglary,Under investigation,,POINT (5563.30287188506 6718627.710311605)
61608,2e403b213e710b111fb272ec86fa317f88b68b0d5718c52e27979de6620adea9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.0513,51.546948,On or near Rixsen Road,E01003534,Newham 010E,Burglary,Under investigation,,POINT (5710.689877694635 6718618.759969399)
61632,b21bb5d17f86a7bbc5634b2201023273fd609a0fe43ad23be000eec71ca1de14,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.041705,51.543959,On or near Shrewsbury Road,E01003560,Newham 011B,Burglary,Under investigation,,POINT (4642.579363533064 6718083.726380254)
61668,735ec3f3e1b5b953584adb9f9ee7526620375f7f111daa93e749889747cb6c7d,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.049825,51.543646,On or near High Street North,E01003589,Newham 011E,Burglary,Under investigation,,POINT (5546.493628773958 6718027.701142004)
61681,0c5d09ed7dcba37d57c300760284caf6af6a2bf4f31753fb915202008136774c,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.004653,51.545569,On or near Manbey Park Road,E01003616,Newham 012A,Burglary,Under investigation,,POINT (517.9695906612856 6718371.913407751)
61682,e922201266a4f1fe3e852a19d6b0add2dd2af44c06fdcb8704ff00759d0e8131,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.0036609999999999998,51.5476,On or near Maryland Street,E01003616,Newham 012A,Burglary,Under investigation,,POINT (407.5406557939209 6718735.473203899)
61709,68e374a462e90578afa0c5d142d231086c0eae3cf298c3ecb1988b36cdbc17b0,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.002617,51.543867999999996,On or near Grove Crescent Road,E01003617,Newham 012B,Burglary,Awaiting court outcome,,POINT (291.3231074050775 6718067.437852722)
61710,c2b91ebdcd1c8ccf30cdeced1ea6b179ec3c5e72ba57eb43990c17d94474e06f,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.001662,51.545107,On or near Millstone Close,E01003617,Newham 012B,Burglary,Under investigation,,POINT (185.0129936991875 6718289.215217517)
61711,fcffddff04edd6d44abbc61dc253835292d48c4b0c17b257f79484cf9635572e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.00317,51.543328,On or near Parking Area,E01003617,Newham 012B,Burglary,Under investigation,,POINT (352.8827858135733 6717970.781326545)
61712,861a6615cc9aad7ea1430faf56b61e05947ca760583ec7597e602f589468109f,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.000522,51.546413,On or near Whitear Walk,E01003617,Newham 012B,Burglary,Under investigation,,POINT (58.10877419442168 6718522.991923464)
61713,be4e8b1e48b7f3ec86dcf5ec4d100c9d8aefad49f548fff472e7f4290898a002,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.0018989999999999999,51.541641,On or near Conference/Exhibition Centre,E01003617,Newham 012B,Burglary,Under investigation,,POINT (211.3957130167096 6717668.826567879)
61884,33e59c9e6fbf14f0552a58067328eec66fe411bcfd10634454993e2f9c62ce32,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.007019,51.540007,On or near Faringford Road,E01003618,Newham 012C,Burglary,Under investigation,,POINT (781.3515058772379 6717376.368907748)
61885,1159dff85f10d0108cd64db280536c1f39e22f1ad47c0c7aea2966b4a533aff1,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.0065439999999999995,51.542317,On or near Romford Road,E01003618,Newham 012C,Burglary,Under investigation,,POINT (728.4747477509602 6717789.821914285)
61930,6345d88866f77a8c4d67513a76bf49f374a0a693391bf09ddad67236b4b4bbf1,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.0034969999999999997,51.538296,On or near Pitchford Street,E01003619,Newham 012D,Burglary,Under investigation,,POINT (389.2842593052822 6717070.140837262)
61976,5f892d38f2497c9f52a82f5c784f7055f55f343682b31609b0aa0a014b721e71,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.00336,51.550267,On or near Hughan Road,E01003615,Newham 013C,Burglary,Under investigation,,POINT (374.0334890657838 6719212.905029856)
61995,12db3a0ed43eb194b21a6c3923f45e1dfd8b641dfd941fbc7879e04e41a65934,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.006736,51.53347,On or near Godfrey Street,E01033578,Newham 013E,Burglary,Under investigation,,POINT (-749.8480899828052 6716206.464306635)
61996,ba552a3e87753f16aa24d2107ce71d66307625d3dc5c415e36370ca6399a1496,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.005869,51.535164,On or near High Street,E01033578,Newham 013E,Burglary,Under investigation,,POINT (-653.3340914658025 6716509.617581943)
62063,18dffbf1b9ecc8673c015cecef7c74b4f342183de897ad35be73e66a92e15281,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.009573,51.547096999999994,On or near Sports/Recreation Area,E01033583,Newham 013G,Burglary,Under investigation,,POINT (-1065.661485362934 6718645.432018192)
62064,da01a92ff795ce300d530d3d0418b9bd3fd19f0d4ec376cf0b1556d4c151eabc,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.003872,51.538277,On or near Wilmer Lea Close,E01033583,Newham 013G,Burglary,Under investigation,,POINT (-431.0290683507037 6717066.740356401)
62065,c58a9d43e404acc76bb92e650769a54216feae8cf4a6f8ae9248753bfe4faac4,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.0020280000000000003,51.54187,On or near Meridian Square,E01033583,Newham 013G,Burglary,Under investigation,,POINT (-225.755927329173 6717709.814435107)
62066,b5bde97ddc4bd80761207b4e7d607523de74771f2031ad87c3d8f05ad7741ad4,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.004306,51.536927,On or near Park Lane,E01033583,Newham 013G,Burglary,Under investigation,,POINT (-479.3417273562378 6716825.130876178)
62067,0dd6b4b41e9a0cc2b18d8dd5d1e975c109b9fa90da99e1417f7795cd528352e1,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.0019920000000000003,51.548947,On or near Major Road,E01033583,Newham 013G,Burglary,Under investigation,,POINT (-221.7484256589318 6718976.602315294)
62068,3a90850d2fbd3a037bbce174efe7cd8d918131dbf255157af3e4b2540adb054b,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.0023420000000000003,51.547532000000004,On or near Thornham Grove,E01033583,Newham 013G,Burglary,Under investigation,,POINT (-260.7102474376798 6718723.300579851)
62070,51da64afb6335d9169722cc69969c4212d5502332b197b29c32b23e00e84e56b,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.00412,51.55106,On or near Crownfield Road,E01033583,Newham 013G,Burglary,Under investigation,,POINT (-458.636302068961 6719354.868972605)
62355,256e6699f98dd7ffd00c37e867322f8346adc2bc6c9a9b944f4ac51fddbcd780,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.004357,51.535435,On or near Wise Road,E01033586,Newham 013H,Burglary,Under investigation,,POINT (-485.0190213864831 6716558.115994514)
62358,7886d9fe7a037ad730f4b60ff74c3e6cbb717b485a99f23c333b53c9903f706f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.00733,51.528103,On or near Three Mill Lane,E01033586,Newham 013H,Burglary,Under investigation,,POINT (-815.9718675148767 6715246.076201316)
62375,d6f71bae87ea60dbecadec668fea6451980848d044b9c5913a5b961badf54a15,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.036935,51.544042,On or near Monega Road,E01003562,Newham 014A,Burglary,Under investigation,,POINT (4111.585392448451 6718098.582977726)
62401,e85bc5933eac1ecfbd2d62c0e52d424eb6bcefd3537413c8e815286e283961ed,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.034049,51.538831,On or near Parking Area,E01003566,Newham 014D,Burglary,Under investigation,,POINT (3790.317342020544 6717165.891802215)
62425,46e59d1767904fceebae469ca85f7173d697f584a96832469bf22cd21fee7196,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.064327,51.539687,On or near Watson Avenue,E01003625,Newham 015A,Burglary,Under investigation,,POINT (7160.848884259641 6717319.095687358)
62426,879ba027340942b85b8c2a56906d4dbc2902ef401845122965e310b5fdf78560,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.060371,51.539586,On or near Burges Road,E01003625,Newham 015A,Burglary,Under investigation,,POINT (6720.468978679319 6717301.018910777)
62427,fc782c8fc0d81c4024a074239956df218f155caea615edf3cf5f734de67cf91c,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.06239600000000001,51.541295,On or near Leigh Road,E01003625,Newham 015A,Burglary,Under investigation,,POINT (6945.890947537624 6717606.897692491)
62428,f05b149472006686291b13120c06e637f99953832b895d17617de1edd4d71587,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.060551999999999995,51.541993,On or near Walter Rodney Close,E01003625,Newham 015A,Burglary,Under investigation,,POINT (6740.617806513261 6717731.829837577)
62472,7310dead20315a8fdeb3a70dd674a9dd4a27afd47ca6bc7522f0257e58eca741,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.024286000000000002,51.536887,On or near Pawsey Close,E01003596,Newham 016B,Burglary,Under investigation,,POINT (2703.5051534054 6716817.972186083)
62473,1bf6ebee6f1175a3d6cac243c72c88f449468a077309b9f2be10292f0e3c842b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.024831,51.537129,On or near Plashet Road,E01003596,Newham 016B,Burglary,Under investigation,,POINT (2764.17427588686 6716861.282357293)
62481,90af7b63468c65f38ec73d5c1c3f0332012442331ae4ed8663d2caa699ce9df9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.026938999999999998,51.534269,On or near Claude Road,E01003597,Newham 016C,Burglary,Under investigation,,POINT (2998.835762480718 6716349.44959926)
62482,dee8c93744323b93c9967c125a908209a5b25c252085d95409c34e50692ae936,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.023732,51.535439000000004,On or near Crescent Road,E01003597,Newham 016C,Burglary,Under investigation,,POINT (2641.83415550567 6716558.831840406)
62494,0d4bf4ade33b5ea9048d6a7ac668773aa993a0acf86b794e271089884aaf757a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.011753,51.539449,On or near Devenay Road,E01003635,Newham 016D,Burglary,Under investigation,,POINT (1308.337975294442 6717276.498990823)
62495,e38bf0ed301480ea62993063695e97a08a4266b5aacb77a39f491f38bb037616,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.011859999999999999,51.537946000000005,On or near Meeson Road,E01003635,Newham 016D,Burglary,Under investigation,,POINT (1320.249160808267 6717007.500628102)
62503,1429b2456fa3dc28285bf25e50b86e062c3119aeca2e5495cad1130e38594254,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.027906,51.534954,On or near Donald Road,E01003568,Newham 017A,Burglary,Under investigation,,POINT (3106.481710075745 6716472.035984789)
62504,569de77b914871040990f2db2e70ed243897749a99ac88c98ccdca2961ccecd2,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.030558999999999996,51.536229999999996,On or near Lucas Avenue,E01003568,Newham 017A,Burglary,Under investigation,,POINT (3401.812319151063 6716700.391601484)
62599,45abd7ba51493b0b30ed417f822c96eed103519a977630e069050754aa2b03a6,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.051422,51.538115000000005,On or near High Street North,E01003520,Newham 018A,Burglary,Under investigation,,POINT (5724.270855571297 6717037.74684038)
62654,cc94a4c4f24845a7c3c9045bd3ea855d6d98eb0b38a0b4206085134c98bd86a6,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.052320000000000005,51.536921,On or near Supermarket,E01003521,Newham 018B,Burglary,Offender given suspended prison sentence,,POINT (5824.235758305206 6716824.057072268)
62758,f894c60612495aae47d450ed40aead189982be4fd3eec0632424f7f83dc7652a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.052865999999999996,51.533027000000004,On or near Shopping Area,E01003525,Newham 018D,Burglary,Under investigation,,POINT (5885.016200277901 6716127.188185855)
62783,8c1f1700a7fd6bce9ff30dc9558cc14372462097f3b57d6e5f11c5ee50896547,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.05144,51.531451000000004,On or near Bartle Avenue,E01003526,Newham 018E,Burglary,Under investigation,,POINT (5726.274606405002 6715845.164719232)
62784,06b39b85317b4794798aee1a345a97bfdab63cb4e068433946320031f78a458e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.052197,51.531932,On or near Navarre Road,E01003526,Newham 018E,Burglary,Under investigation,,POINT (5810.543460937311 6715931.238104987)
62796,c9b53abe3f7c82b0a441fbd5f4baccc3b21e678df1c2e27ca997506e980d4665,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.043119,51.536559999999994,On or near Victoria Avenue,E01003488,Newham 019A,Burglary,Under investigation,,POINT (4799.985123513994 6716759.450130452)
62805,af2d00c0203acb19dece9058f20c89b517f117782f41dcbbf5b980a2e345ca64,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.040144,51.534858,On or near William Morley Close,E01003489,Newham 019B,Burglary,Under investigation,,POINT (4468.809638405965 6716454.85588384)
62838,613bb762a00723c68158d77ec8d32766ff02359c3c1f40beaee7e4897dbe6cc9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.047635000000000004,51.534062,On or near Wakefield Street,E01003524,Newham 019D,Burglary,Under investigation,,POINT (5302.703943938614 6716312.405609222)
62904,d0b7f1db73ad9e6d3a1d824b4607bef40ce54d29798d092d81dc133b06e1b16d,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.007603,51.535905,On or near Parking Area,E01003636,Newham 020E,Burglary,Under investigation,,POINT (846.3620885026401 6716642.228317207)
62923,6fefff2281716434c641b3a21e7a9df842f37c1b0d4e6f4e7bc17b5a66b529ab,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.019568000000000002,51.533874,On or near Brook'S Road,E01003598,Newham 021A,Burglary,Under investigation,,POINT (2178.299795842266 6716278.761938156)
62976,9c6d13ef52cfeab0c9cf4c192e112e279643f9cb412547a3dc8aa8045cf7393a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.033463,51.534741,On or near Queen'S Road,E01003491,Newham 022A,Burglary,Under investigation,,POINT (3725.084120415507 6716433.917684795)
62977,b2ed21ca654c8f0c1eab3bb5dd29f0311b7f71fc1bb7e34396acc3d5453e6202,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.03632,51.530905,On or near Bushey Road,E01003491,Newham 022A,Burglary,Under investigation,,POINT (4043.123905611807 6715747.460896944)
63015,e3ef1dce4393135a375a7f9dab36f37eb76d53b613d1f0e83a956f2125844cc9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.024624,51.533446000000005,On or near Terrace Road,E01003592,Newham 022B,Burglary,Under investigation,,POINT (2741.131141292179 6716202.169418022)
63016,53e98f895b421897453ca5322e9ec41d1e1017996c2a097b0d83c83b09fedd8d,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.026437000000000002,51.531742,On or near Plaistow Park Road,E01003592,Newham 022B,Burglary,Under investigation,,POINT (2942.953378102468 6715897.238114207)
63053,90e7573543ad885ba730db484ae52b987c0761c7078330d0dd98f39a68a6dd15,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.031508999999999995,51.527122,On or near Petrol Station,E01003606,Newham 022D,Burglary,Under investigation,,POINT (3507.565835406451 6715070.545169119)
63072,44cf57c7d9846fc4c9f7e031a719432e8105b5f2b07359e4c8824af3b78efb5a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.061391999999999995,51.526734999999995,On or near Vicarage Lane,E01003535,Newham 023A,Burglary,Under investigation,,POINT (6834.126178781124 6715001.300022377)
63106,e10f1cfc0e5fa5994760a542b1f754b0bd5ac592868c97df357f405ac28a6775,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.065952,51.537995,On or near Sports/Recreation Area,E01003622,Newham 023D,Burglary,Under investigation,,POINT (7341.743056797354 6717016.270228385)
63117,31fdf038c126ad75b5bc4c1d19d59f01c5f200a1216f6bd0c12ce2308fe3395d,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.066242,51.531659000000005,On or near Langdon Crescent,E01003623,Newham 023E,Burglary,Under investigation,,POINT (7374.025709127588 6715882.385531198)
63129,a81527964955296c9b35990e94d2a9cdfd06b4d107a37b7709d5108ddca5fc8d,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.05765,51.52913,On or near Southchurch Road,E01003523,Newham 024A,Burglary,Under investigation,,POINT (6417.568644231284 6715429.842098753)
63130,3d64defa67433a12dd16c46ca4746970525b9836900e39474b536733422f2252,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.057592,51.534545,On or near Latimer Avenue,E01003523,Newham 024A,Burglary,Under investigation,,POINT (6411.112113765237 6716398.841848021)
63178,156cd7d5641a40ab5ad1380863443232551c707142861c13e04637ee65b58f32,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.058186,51.527268,On or near White Horse Road,E01003542,Newham 024D,Burglary,Under investigation,,POINT (6477.235891297309 6715096.668814075)
63199,eaad1dc57631e00095fe690822ef6353190feba964aec9f646b6de713920eed9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.04144,51.527722999999995,On or near Grosvenor Gardens,E01003492,Newham 025A,Burglary,Under investigation,,POINT (4613.079698472336 6715178.082080552)
63200,e28ff2404a27e93ba1674e6822b199a9abd1b5bfb5d5edb01004beaa7d1f6452,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.041322000000000005,51.529604,On or near Creighton Avenue,E01003492,Newham 025A,Burglary,Under investigation,,POINT (4599.943998560607 6715514.658526477)
63212,8fcf37385b7b4f152af08e51c46764438c5fdd0b6dfb4d7f248cc0e5f254aea6,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.041522,51.530842,On or near Barking Road,E01003493,Newham 025B,Burglary,Under investigation,,POINT (4622.207896719488 6715736.187454393)
63243,7f0386548762f2f3b736bdc73c3fd2e3e330b851405d4f1919aa8a2e3ef7b4ca,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.040063999999999995,51.526613,On or near Blenheim Road,E01003494,Newham 025C,Burglary,Under investigation,,POINT (4459.904079141281 6714979.470925005)
63276,d8c5fdea5747ea3100cf8bbb8d8ee5cef738237c146134296e2b2dfa0b9b693e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.028613,51.522639,On or near Wanlip Road,E01003602,Newham 026C,Burglary,Under investigation,,POINT (3185.184590069042 6714268.446897852)
63290,5658541dee18a697d047aeeb284d3d4e01a8ce4edd74b08d8b12aa1f8717cfe2,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.028251,51.528113,On or near St Quintin Road,E01003607,Newham 026D,Burglary,Under investigation,,POINT (3144.886934401158 6715247.865527946)
63291,9fe653ce68fa8759ac1a26f4645edd3684828f07a92cf5c1857f5b63d3dc7767,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.025152,51.528446,On or near Fenton'S Avenue,E01003607,Newham 026D,Burglary,Under investigation,,POINT (2799.907832431169 6715307.450329205)
63310,edd0ed43d8289926dc1def786f7e51ef96a22782dbf26618b3bba93843d1a2f7,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.005886,51.525719,On or near Milner Road,E01003496,Newham 027A,Burglary,Under investigation,,POINT (655.2265228082736 6714819.511946971)
63319,6c9704cf4ef2db17831a0d46999b90ce90168f5d84a8bcc09eb6566d176415d5,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.015071000000000001,51.524778999999995,On or near Elim Way,E01003498,Newham 027B,Burglary,Under investigation,,POINT (1677.696045745416 6714651.325804652)
63328,e2334c2a61e46f5963182e9737f9a4311064c115ebf725d1c2eb997b9432290e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.005293,51.523266,On or near Twelvetrees Crescent,E01003500,Newham 027C,Burglary,Under investigation,,POINT (-589.2140647674353 6714380.624975597)
63379,2d69089d1756f50aa021d630be92020d6f2d4e7c58b89c596d5eb110e7d6694a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.035648,51.522311,On or near Glen Road,E01003601,Newham 028A,Burglary,Under investigation,,POINT (3968.317207797517 6714209.764244445)
63380,fd691756ae65d0d6d4d0d8716623a73cab3b326b97d6b827a46128d3228366d1,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.030933,51.523903000000004,On or near Isom Close,E01003601,Newham 028A,Burglary,Under investigation,,POINT (3443.445808708084 6714494.593759133)
63430,02825d67b15804db0ef7d6d1588c81335ba06075951557ae442e8489f5d7bb7a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.035442,51.526748,On or near Sutton Court Road,E01003603,Newham 028B,Burglary,Under investigation,,POINT (3945.385392694069 6715003.626077184)
63441,19b1c344720a13a9216074b8fff88b65bae651200a85ffbaac00013f2dcb83a1,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.036587,51.529471,On or near Claughton Road,E01003605,Newham 028C,Burglary,Under investigation,,POINT (4072.84620965217 6715490.859735056)
63458,d8f038a6485553370ba4dfafac892ea7fd2e8c18a26fc3f3c221e3c790dfc4f2,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.05732999999999999,51.524260999999996,On or near High Street South,E01003538,Newham 029A,Burglary,Under investigation,,POINT (6381.946407178209 6714558.645988754)
63477,757eb257f295b7d76b83f6d4d2e939eb5abaf32b766ea9bd9dd5fd3d916100cc,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.040753,51.52527,On or near Frinton Road,E01003539,Newham 029B,Burglary,Under investigation,,POINT (4536.603208298042 6714739.175792662)
63508,efd8cc0d43129040f3bf25e410b13993b4094b67f1305f3f13a1695ef4b35adc,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.018119999999999997,51.522335,On or near Chargeable Lane,E01003499,Newham 030A,Burglary,Under investigation,,POINT (2017.109173173561 6714214.0580828)
63509,87cf91d96b7544f24834e4c3854fc993b57f3fb6ab58bea3fd07d4c5f274b2b5,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.0196,51.5232,On or near Shopping Area,E01003499,Newham 030A,Burglary,Under investigation,,POINT (2181.862019547573 6714368.816684155)
63531,c379ab91d99ae21b44e75c9b616796e75b113110bc12ddf6cf5c0154f3b344ac,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.019676,51.521346,On or near Tabernacle Avenue,E01003501,Newham 030B,Burglary,Under investigation,,POINT (2190.322300847324 6714037.118035276)
63532,acb6f28ac5b30e76f44e61ed98583503f96430c1071fccceee7e57f4aa33cc4e,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.013278,51.522031,On or near Florence Street,E01003501,Newham 030B,Burglary,Under investigation,,POINT (1478.100198754131 6714159.669630828)
63564,8160bfcf802f0e6c85fb38d6cba195385a6fbc605f2f489e7e6736f71bbebd0c,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.01567,51.520713,On or near Croydon Road,E01003502,Newham 030C,Burglary,Under investigation,,POINT (1744.376420730822 6713923.871265309)
63565,7f5e7a1a06329bf30f5749c2a9d47d2f9df0ebccb5b9e01caf2962bc95713fd4,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.011345000000000001,51.518081,On or near Malmesbury Terrace,E01003502,Newham 030C,Burglary,Under investigation,,POINT (1262.919623049647 6713453.010579039)
63566,faa60369ecc565e2b8f5ad1de90096b33461033a8638e121759e04103e4d18b9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.015524000000000001,51.51773,On or near Bernard Cassidy Street,E01003502,Newham 030C,Burglary,Under investigation,,POINT (1728.123775075888 6713390.219283992)
63567,cd706bc6eb138870da72b8acdc5683948ffd478f288d7d8c6a2cf77ec7b79126,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.012894,51.520194000000004,On or near Ohio Road,E01003502,Newham 030C,Burglary,Under investigation,,POINT (1435.353514287609 6713831.020822598)
63587,a4d650a2d9887e425e765b47f4b77251997d7d62865a5a8e549a2b946388fa3c,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.009109,51.518046999999996,On or near Clifton Road,E01003503,Newham 030D,Burglary,Under investigation,,POINT (1014.009241634559 6713446.928210202)
63630,9a353f508f4eec5f1eb90890face7a421cea3f70de415416adbd050bf176f1b1,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.018392,51.516422,On or near Edwin Street,E01003508,Newham 031B,Burglary,Under investigation,,POINT (2047.388074670091 6713156.232052755)
63631,721019a6e1fec2b48388fcc49e54fcb29077d5b79e1fc4d64713e6a0e0096ab4,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.018092,51.52006,On or near Clove Street,E01003508,Newham 031B,Burglary,Under investigation,,POINT (2013.992227433187 6713807.048047791)
63648,ace2329a956127c3d45ffa3b66bca1aba9566766085b108f6d04437ddee26d01,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.021546,51.519614000000004,On or near Tinto Road,E01003509,Newham 031C,Burglary,Under investigation,,POINT (2398.489748632427 6713727.258574045)
63657,fafd8fe0a1a8342234aa05965879c5965383effec0194d37814c595f1c304e1b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.031415,51.519201,On or near Alliance Road,E01003604,Newham 031D,Burglary,Under investigation,,POINT (3497.101803270163 6713653.373502543)
63670,2ef831f5cfc05e46e1a4b194c20402a7576f44b71aabecbaf6ac4cfce1b4b252,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.050207999999999996,51.517183,On or near Kingfisher Street,E01003483,Newham 032A,Burglary,Under investigation,,POINT (5589.128993749247 6713292.366008212)
63671,6689671fb6952819749d0a7209496d9ae9f22559caa29b2595f8958e634a718b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.053711,51.518812,On or near Evelyn Denington Road,E01003483,Newham 032A,Burglary,Under investigation,,POINT (5979.081169996265 6713583.782607246)
